Date,Close/Last,Volume,Open,High,Low
02/15/2024,$14.51,2400542,$14.54,$14.75,$14.23
02/14/2024,$14.41,2504419,$14.33,$14.43,$14.05
02/13/2024,$14.17,3788691,$14.20,$14.3997,$13.765
02/12/2024,$14.73,2750144,$14.58,$15.22,$14.53
02/09/2024,$14.66,3575284,$14.37,$15.23,$14.30
02/08/2024,$14.35,1838274,$14.01,$14.44,$13.89
02/07/2024,$14.07,1947793,$14.12,$14.30,$13.7805
02/06/2024,$14.10,3052466,$13.60,$14.30,$13.43
02/05/2024,$13.46,4361519,$14.50,$14.61,$13.40
02/02/2024,$14.73,2924462,$14.15,$14.92,$14.08
02/01/2024,$14.42,2220154,$14.34,$14.42,$14.02
01/31/2024,$14.23,2684680,$14.40,$14.83,$14.22
01/30/2024,$14.55,1652561,$14.54,$14.82,$14.51
01/29/2024,$14.78,2164235,$14.50,$14.805,$14.315
01/26/2024,$14.49,2288830,$14.44,$14.72,$14.41
01/25/2024,$14.52,3635866,$13.97,$14.5399,$13.92
01/24/2024,$13.95,2513801,$14.28,$14.38,$13.82
01/23/2024,$14.18,3495270,$15.00,$15.0247,$14.05
01/22/2024,$14.90,3606547,$14.50,$15.1619,$14.30
01/19/2024,$14.51,2396197,$14.36,$14.60,$14.085
01/18/2024,$14.29,3906004,$14.20,$14.765,$14.05
01/17/2024,$14.08,2706197,$13.86,$14.11,$13.71
01/16/2024,$13.98,3581167,$14.60,$14.62,$13.93
01/12/2024,$14.75,2479772,$15.30,$15.62,$14.73
01/11/2024,$15.25,2992177,$15.65,$15.80,$15.24
01/10/2024,$15.73,3191714,$15.12,$15.76,$14.97
01/09/2024,$15.16,3105267,$15.59,$15.62,$15.1201
01/08/2024,$15.79,3031109,$15.78,$16.12,$15.70
01/05/2024,$15.96,2619192,$16.16,$16.5199,$15.96
01/04/2024,$16.36,2671512,$16.51,$16.75,$16.31
01/03/2024,$16.69,4193550,$16.30,$16.825,$15.9001
01/02/2024,$16.67,4428020,$17.25,$17.595,$16.58
12/29/2023,$17.53,4536656,$18.04,$18.16,$17.46
12/28/2023,$18.07,3574783,$18.05,$18.3201,$17.85
12/27/2023,$18.37,4800071,$17.43,$18.37,$17.3669
12/26/2023,$17.36,3079617,$16.98,$17.4099,$16.82
12/22/2023,$16.97,3329896,$16.78,$17.20,$16.45
12/21/2023,$16.98,3975273,$17.19,$17.3352,$16.5912
12/20/2023,$16.93,5552971,$17.53,$18.3799,$16.89
12/19/2023,$17.72,5447123,$17.89,$18.59,$17.23
12/18/2023,$17.86,7352153,$17.24,$18.51,$17.10
12/15/2023,$17.26,7119134,$17.40,$17.58,$17.0102
12/14/2023,$17.44,10750750,$17.14,$17.875,$16.80
12/13/2023,$16.69,9086880,$15.22,$16.80,$15.19
12/12/2023,$15.22,4210660,$15.12,$15.36,$14.84
12/11/2023,$15.07,4961223,$15.45,$15.69,$14.975
12/08/2023,$15.55,10401390,$15.83,$16.48,$15.47
12/07/2023,$16.36,19840670,$13.71,$16.52,$13.56
12/06/2023,$14.84,12691340,$15.36,$15.70,$14.64
12/05/2023,$14.91,14220060,$16.47,$16.72,$14.87
12/04/2023,$16.98,20098660,$15.29,$17.41,$14.9119
12/01/2023,$15.30,13378650,$14.52,$15.99,$14.50
11/30/2023,$14.55,16537170,$16.29,$16.33,$14.315
11/29/2023,$16.25,61172840,$15.49,$17.56,$14.70
11/28/2023,$13.49,14192940,$11.90,$13.55,$11.89
11/27/2023,$11.91,3710572,$12.18,$12.33,$11.89
11/24/2023,$12.20,1232474,$12.22,$12.41,$12.175
11/22/2023,$12.29,2362461,$12.56,$12.71,$12.1901
11/21/2023,$12.55,3710097,$12.65,$12.72,$12.255
11/20/2023,$12.80,2301584,$13.00,$13.20,$12.80
11/17/2023,$13.03,3422596,$12.52,$13.055,$12.52
11/16/2023,$12.53,3425773,$13.14,$13.19,$12.52
11/15/2023,$13.27,4121561,$13.15,$13.50,$13.03
11/14/2023,$12.90,5187534,$12.75,$13.39,$12.69
11/13/2023,$12.14,4318457,$12.50,$12.53,$11.825
11/10/2023,$12.54,3875692,$12.81,$12.97,$12.35
11/09/2023,$12.70,2750115,$13.25,$13.3229,$12.70
11/08/2023,$13.28,1705621,$13.51,$13.76,$13.28
11/07/2023,$13.64,2354364,$13.47,$13.79,$13.23
11/06/2023,$13.53,2164399,$13.99,$14.045,$13.485
11/03/2023,$13.87,2966237,$13.90,$14.40,$13.8314
11/02/2023,$13.64,3566585,$13.37,$13.695,$13.275
11/01/2023,$13.01,3430138,$13.78,$13.80,$13.01
10/31/2023,$13.77,4574637,$12.85,$13.90,$12.82
10/30/2023,$12.80,3475939,$13.15,$13.27,$12.59
10/27/2023,$13.12,2481701,$13.51,$13.615,$13.02
10/26/2023,$13.50,2036419,$13.73,$13.80,$13.41
10/25/2023,$13.71,1967280,$14.01,$14.01,$13.605
10/24/2023,$14.04,3738325,$13.59,$14.30,$13.552
10/23/2023,$13.44,2785462,$13.28,$13.59,$13.04
10/20/2023,$13.44,3661770,$13.18,$13.80,$13.12
10/19/2023,$13.16,5808038,$13.80,$13.85,$12.90
10/18/2023,$13.85,4045789,$14.00,$14.25,$13.8101
10/17/2023,$14.12,3842428,$14.25,$14.828,$14.10
10/16/2023,$14.43,3508601,$14.81,$14.93,$14.15
10/13/2023,$14.92,1835601,$14.92,$15.105,$14.78
10/12/2023,$15.09,3180340,$15.77,$15.80,$14.82
10/11/2023,$15.82,2098203,$16.01,$16.085,$15.74
10/10/2023,$16.00,2915872,$15.50,$16.19,$15.40
10/09/2023,$15.40,2276323,$14.77,$15.50,$14.72
10/06/2023,$15.08,2467053,$14.59,$15.255,$14.58
10/05/2023,$14.71,1945094,$14.70,$14.98,$14.58
10/04/2023,$14.87,2586368,$14.77,$14.94,$14.44
10/03/2023,$14.60,4510325,$15.29,$15.29,$14.5681
10/02/2023,$15.39,6087651,$16.30,$16.31,$15.255
09/29/2023,$16.46,3397024,$17.05,$17.26,$16.40
09/28/2023,$16.84,7431938,$18.02,$18.10,$16.44
09/27/2023,$17.15,1681325,$16.87,$17.26,$16.81
09/26/2023,$16.78,2726813,$17.38,$17.8175,$16.78
09/25/2023,$17.67,2181230,$17.00,$17.72,$16.85
09/22/2023,$17.18,2102886,$17.18,$17.35,$17.00
09/21/2023,$17.02,2913533,$17.28,$17.315,$16.65
09/20/2023,$17.52,2134121,$17.63,$17.93,$17.45
09/19/2023,$17.52,2584791,$17.59,$17.635,$17.13
09/18/2023,$17.55,3694591,$17.99,$18.10,$17.35
09/15/2023,$18.22,6166608,$18.36,$18.61,$18.15
09/14/2023,$18.33,3077962,$17.80,$18.52,$17.60
09/13/2023,$17.81,3012556,$17.31,$17.93,$17.27
09/12/2023,$17.23,5179405,$17.53,$18.50,$17.19
09/11/2023,$17.02,3543797,$17.85,$17.85,$16.90
09/08/2023,$17.71,4694034,$18.15,$18.50,$17.35
09/07/2023,$18.89,5021288,$19.13,$19.48,$17.61
09/06/2023,$18.75,6107245,$19.06,$19.15,$18.42
09/05/2023,$19.23,3781292,$18.45,$19.3399,$18.26
09/01/2023,$18.42,2135901,$18.66,$18.73,$18.32
08/31/2023,$18.55,4674143,$18.41,$19.42,$18.15
08/30/2023,$18.37,1884501,$18.20,$18.525,$17.91
08/29/2023,$18.24,2709238,$17.60,$18.55,$17.60
08/28/2023,$17.57,3007418,$17.35,$18.11,$17.25
08/25/2023,$17.13,3423462,$16.50,$17.18,$16.45
08/24/2023,$16.36,3624485,$16.94,$16.98,$16.18
08/23/2023,$16.89,2909054,$17.25,$17.34,$16.88
08/22/2023,$17.26,3791911,$18.62,$18.62,$17.25
08/21/2023,$18.48,2864735,$18.30,$18.8225,$18.20
08/18/2023,$18.36,2029098,$18.18,$18.66,$18.14
08/17/2023,$18.38,2056830,$18.79,$18.81,$18.30
08/16/2023,$18.59,3015627,$19.18,$19.34,$18.55
08/15/2023,$19.33,2290326,$19.77,$19.78,$19.09
08/14/2023,$19.96,3329291,$19.75,$20.01,$19.08
08/11/2023,$20.19,1522912,$20.03,$20.38,$19.97
08/10/2023,$20.19,1432446,$20.00,$20.29,$19.87
08/09/2023,$19.93,2929553,$20.85,$20.85,$19.82
08/08/2023,$20.74,1431250,$20.70,$20.895,$20.28
08/07/2023,$21.07,1441290,$20.90,$21.24,$20.48
08/04/2023,$20.98,2406033,$20.95,$21.89,$20.89
08/03/2023,$20.93,1324938,$20.88,$21.18,$20.74
08/02/2023,$20.83,2630714,$21.15,$21.15,$20.34
08/01/2023,$21.50,2574804,$21.95,$22.00,$21.26
07/31/2023,$22.20,1975391,$22.00,$22.38,$21.8493
07/28/2023,$21.93,2647747,$22.02,$22.49,$21.79
07/27/2023,$22.22,3370913,$22.94,$23.49,$22.1302
07/26/2023,$22.70,1489152,$22.70,$22.99,$22.48
07/25/2023,$22.85,1671991,$23.10,$23.10,$22.53
07/24/2023,$23.04,2970433,$22.42,$23.04,$22.20
07/21/2023,$22.18,3167916,$23.05,$23.22,$22.16
07/20/2023,$22.91,2256659,$23.01,$23.22,$22.66
07/19/2023,$23.17,2250133,$23.42,$23.58,$22.96
07/18/2023,$23.08,2345137,$22.72,$23.80,$22.68
07/17/2023,$22.82,2033970,$22.88,$23.31,$22.70
07/14/2023,$22.97,2178827,$23.49,$23.7184,$22.94
07/13/2023,$23.46,1912157,$23.54,$23.98,$23.42
07/12/2023,$23.44,1742244,$24.25,$24.31,$23.44
07/11/2023,$23.91,3063534,$23.20,$24.44,$23.20
07/10/2023,$23.54,3318214,$22.61,$23.56,$22.00
07/07/2023,$22.71,2447203,$22.97,$23.53,$22.6709
07/06/2023,$22.83,2390303,$23.52,$23.57,$22.82
07/05/2023,$23.90,2268244,$24.64,$24.85,$23.79
07/03/2023,$24.91,1806580,$24.29,$25.11,$24.21
06/30/2023,$24.25,2803299,$24.97,$25.13,$24.25
06/29/2023,$24.90,3101049,$24.96,$25.47,$24.62
06/28/2023,$24.98,3493873,$23.44,$25.10,$23.40
06/27/2023,$23.58,2141510,$23.29,$23.60,$23.00
06/26/2023,$23.02,2525247,$23.38,$24.03,$22.91
06/23/2023,$23.70,2261038,$23.78,$24.15,$23.68
06/22/2023,$24.32,1895012,$24.125,$24.33,$23.76
06/21/2023,$24.43,2404694,$24.84,$25.10,$24.10
06/20/2023,$24.58,3254039,$24.41,$24.65,$23.72
06/16/2023,$24.56,4443512,$25.02,$25.11,$24.42
06/15/2023,$24.84,5501822,$25.41,$26.1696,$24.642
06/14/2023,$25.70,7243697,$26.72,$27.08,$24.90
06/13/2023,$26.95,17160610,$26.20,$27.65,$25.03
06/12/2023,$24.30,7142290,$22.845,$24.30,$22.7415
06/09/2023,$22.68,10342630,$21.78,$23.4296,$21.50
06/08/2023,$21.44,19213300,$20.30,$22.00,$20.10
06/07/2023,$26.11,18001070,$26.20,$26.55,$25.07
06/06/2023,$24.69,3984262,$24.01,$25.2474,$24.00
06/05/2023,$24.31,4201866,$24.53,$25.84,$24.16
06/02/2023,$24.64,3300736,$24.29,$24.93,$24.28
06/01/2023,$24.10,3844957,$24.04,$24.66,$23.78
05/31/2023,$24.05,4265226,$24.51,$24.80,$23.88
05/30/2023,$24.57,5037830,$23.35,$24.69,$23.30
05/26/2023,$23.25,2261884,$23.47,$23.71,$23.06
05/25/2023,$23.35,2494434,$23.50,$23.6851,$22.71
05/24/2023,$23.27,1900997,$23.13,$23.52,$22.7338
05/23/2023,$23.16,3786525,$23.89,$23.90,$22.8003
05/22/2023,$24.21,6251635,$22.10,$24.36,$21.99
05/19/2023,$22.06,2668214,$22.94,$22.985,$21.75
05/18/2023,$23.05,2144412,$22.90,$23.30,$22.68
05/17/2023,$22.87,4572988,$21.99,$23.25,$21.895
05/16/2023,$21.99,2500775,$21.50,$22.10,$21.415
05/15/2023,$21.62,2601994,$20.62,$21.6331,$20.49
05/12/2023,$20.69,2006061,$20.83,$20.98,$20.23
05/11/2023,$20.88,1652512,$20.69,$21.16,$20.51
05/10/2023,$20.76,2139945,$20.45,$20.96,$20.38
05/09/2023,$20.24,1522674,$20.16,$20.65,$20.1204
05/08/2023,$20.51,2402799,$20.46,$20.99,$20.0904
05/05/2023,$20.42,4357180,$19.62,$20.8793,$19.51
05/04/2023,$19.35,2041842,$19.25,$19.48,$18.9183
05/03/2023,$18.90,3184021,$18.56,$19.20,$18.53
05/02/2023,$18.58,1918257,$18.45,$18.58,$18.06
05/01/2023,$18.55,2356640,$19.16,$19.25,$18.46
04/28/2023,$19.29,2836576,$18.92,$19.72,$18.88
04/27/2023,$18.94,2238947,$18.75,$19.3376,$18.72
04/26/2023,$18.65,2287611,$18.98,$19.23,$18.65
04/25/2023,$19.00,2560841,$19.74,$20.04,$18.91
04/24/2023,$19.93,2742391,$20.15,$20.41,$19.81
04/21/2023,$20.49,2085872,$20.20,$20.62,$20.10
04/20/2023,$20.22,2977376,$20.88,$21.57,$20.06
04/19/2023,$21.31,2539480,$21.28,$21.87,$20.9602
04/18/2023,$21.61,2748702,$22.14,$22.32,$21.50
04/17/2023,$22.28,2066616,$22.27,$22.68,$22.14
04/14/2023,$22.46,2312372,$22.74,$23.25,$22.32
04/13/2023,$22.55,1803934,$22.50,$22.85,$22.33
04/12/2023,$22.26,2141141,$22.90,$23.28,$22.26
04/11/2023,$22.69,2539969,$22.57,$23.165,$22.42
04/10/2023,$22.37,2176087,$21.85,$22.4299,$21.82
04/06/2023,$22.40,2506935,$22.00,$22.67,$21.77
04/05/2023,$22.07,3638100,$22.47,$22.47,$21.23
04/04/2023,$22.35,3421464,$22.75,$23.14,$22.0901
